stock_code,description,revenue,units_sold,orders,customers_with_id,sales_rows,revenue_share_pct,average_unit_price
35970,ZINC FOLKART SLEIGH BELLS,9512.73,5050,456,270,465,0.08938762408322692,1.883708910891089
22952,60 CAKE CASES VINTAGE CHRISTMAS,9512.07,16056,619,343,633,0.08938142230604047,0.5924308669656203
21174,POTTERING IN THE SHED METAL SIGN,9405.76,4175,538,225,544,0.08838246634741578,2.252876646706587
85150,LADIES & GENTLEMEN METAL SIGN,9383.43,4037,478,196,479,0.0881726395526073,2.3243571959375773
84375,SET OF 20 KIDS COOKIE CUTTERS,9383.150000000001,4311,517,290,521,0.08817000849561912,2.1765599628856416
21155,RED RETROSPOT PEG BAG,9296.3,3155,485,205,491,0.0873539109976739,2.9465293185419967
23319,BOX OF 6 MINI 50'S CRACKERS,9219.53,3720,403,300,411,0.0866325315513037,2.4783682795698927
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,9216.16,2362,449,275,456,0.08660086490112436,3.9018458933107536
22966,GINGERBREAD MAN COOKIE CUTTER,9202.15,7440,670,388,682,0.08646921808539364,1.2368481182795699
84991,60 TEATIME FAIRY CAKE CASES,9169.970000000001,18189,828,414,844,0.08616683446439335,0.5041492110616307
23318,BOX OF 6 MINI VINTAGE CRACKERS,9162.41,3809,376,270,382,0.08609579592571209,2.4054633762142292
20972,PINK CREAM FELT CRAFT TRINKET BOX,9128.06,7337,616,312,622,0.08577302161305328,1.2441133978465313
23080,RED METAL BOX TOP SECRET,9117.62,1074,257,148,261,0.08567492077392205,8.489404096834265
48116,DOORMAT MULTICOLOUR STRIPE,9080.68,1491,201,88,201,0.08532780918412244,6.0903286384976525
22729,ALARM CLOCK BAKELIKE ORANGE,9068.95,2323,445,179,452,0.08521758668958132,3.9039819199311236
22759,SET OF 3 NOTEBOOKS IN PARCEL,9027.439999999999,5435,422,253,430,0.08482753249108153,1.6609825206991717
22989,SET 2 PANTRY DESIGN TEA TOWELS,8999.27,2811,372,241,378,0.08456282936480501,3.2014478833155464
22632,HAND WARMER RED POLKA DOT,8982.830000000002,4468,392,260,399,0.08440834873306963,2.0104811996418985
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,8930.44,6539,441,168,447,0.08391605917731432,1.3657195289799664
23322,LARGE WHITE HEART OF WICKER,8878.210000000001,3069,562,350,572,0.08342527308269511,2.892867383512545
82582,AREA PATROLLED METAL SIGN,8858.79,4365,437,176,439,0.08324279048729964,2.0295051546391756
23439,HAND WARMER RED LOVE HEART,8855.51,3986,397,268,412,0.08321196953400936,2.2216532865027596
21889,WOODEN BOX OF DOMINOES,8847.29,6390,587,336,599,0.08313472921814168,1.3845524256651018
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,8744.43,10545,347,208,352,0.08216819164026437,0.82924893314367
22947,WOODEN ADVENT CALENDAR RED,8714.24,746,137,81,137,0.08188450731714444,11.681286863270778
23256,CHILDRENS CUTLERY SPACEBOY,8667.07,2113,368,232,372,0.08144126818095475,4.101784193090393
22147,FELTCRAFT BUTTERFLY HEARTS,8621.14,6226,481,287,495,0.0810096808685699,1.3846996466431094
22652,TRAVEL SEWING KIT,8612.07,5091,467,263,470,0.08092445341541663,1.6916263995285798
23534,STOP FOR TEA WALL ART,8608.9,1387,260,159,261,0.08089466609165741,6.206849315068493
22795,SWEETHEART RECIPE BOOK STAND,8571.25,1211,368,170,371,0.08054088289306632,7.077828241123039
23082,SET 6 PAPER TABLE LANTERN HEARTS,8558.76,2328,297,205,303,0.08042351895812867,3.676443298969072
23078,ICE CREAM PEN LIP GLOSS,8553.34,6831,257,159,257,0.08037258921214291,1.2521358512662861
21035,SET/2 RED RETROSPOT TEA TOWELS,8536.85,2599,394,151,397,0.08021763874880247,3.284667179684494
84378,SET OF 3 HEART COOKIE CUTTERS,8518.4,6332,685,376,692,0.08004427088654469,1.3452937460518004
23493,VINTAGE DOILY TRAVEL SEWING KIT,8497.98,3964,415,282,424,0.07985239165904852,2.143789101917255
21484,CHICK GREY HOT WATER BOTTLE,8495.42,1871,402,205,410,0.07982833628087076,4.5405772314270445
23535,BICYCLE SAFTEY WALL ART,8440.24,1324,215,135,216,0.07930983012155451,6.374803625377643
23321,SMALL WHITE HEART OF WICKER,8438.539999999999,4716,629,378,644,0.07929385584698331,1.7893426632739609
71053,WHITE METAL LANTERN,8419.32,1944,333,149,340,0.07911325257800801,4.330925925925926
21213,PACK OF 72 SKULL CAKE CASES,8414.59,15169,663,295,671,0.07906880650817173,0.5547227899004549
21210,SET OF 72 RETROSPOT PAPER  DOILIES,8368.39,5808,453,244,453,0.0786346821051197,1.4408384986225895
22768,FAMILY PHOTO FRAME CORNICE,8258.59,867,260,184,261,0.07760293190046359,9.525478662053057
72741,GRAND CHOCOLATECANDLE,8196.0,5958,292,195,293,0.07701479669728122,1.3756294058408862
22192,BLUE DINER WALL CLOCK,8189.29,954,365,179,365,0.07695174529588555,8.58416142557652
22725,ALARM CLOCK BAKELIKE CHOCOLATE,8153.6,1980,428,171,434,0.07661637949621182,4.117979797979798
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,8153.56,5799,688,325,694,0.0766160036309278,1.4060286256251078
22655,VINTAGE RED KITCHEN CABINET,8125.0,60,38,34,38,0.07634763581813199,135.41666666666666
22804,CANDLEHOLDER PINK HANGING HEART,8102.950000000001,3131,474,252,480,0.07614044008031172,2.587975087831364
22667,RECIPE BOX RETROSPOT,8045.1,2882,464,233,471,0.07559684491328662,2.791498959056211
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,8041.179999999999,8976,610,368,624,0.0755600101154519,0.8958533868092691
21121,SET/10 RED POLKADOT PARTY CANDLES,7998.85,6606,379,238,383,0.07516225067862956,1.2108462004238572
22616,PACK OF 12 LONDON TISSUES,7975.98,26119,512,195,523,0.07494734970248669,0.30537080286381557
21770,OPEN CLOSED METAL SIGN,7923.93,1638,388,263,389,0.07445825500164563,4.8375641025641025
22487,WHITE WOOD GARDEN PLANT LADDER,7909.28,784,429,278,429,0.07432059434137046,10.088367346938774
22940,FELTCRAFT CHRISTMAS FAIRY,7890.25,1915,321,240,327,0.07414177643249427,4.12023498694517
22352,LUNCH BOX WITH CUTLERY RETROSPOT,7860.969999999999,3088,482,185,484,0.07386664304458597,2.545650906735751
22968,ROSE COTTAGE KEEPSAKE BOX,7851.98,794,189,118,189,0.07378216732200074,9.889143576826196
21136,PAINTED METAL PEARS ASSORTED,7793.139999999999,4687,370,259,376,0.07322926948919596,1.6627138894815445
23238,SET OF 4 KNICK KNACK TINS LONDON,7771.610000000001,1849,274,150,278,0.07302696000006804,4.203142239048135
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,7767.8,2444,493,210,498,0.07299115883176441,3.1783142389525367
22557,PLASTERS IN TIN VINTAGE PAISLEY,7762.239999999999,4712,566,315,576,0.07293891355728453,1.647334465195246
21908,CHOCOLATE THIS WAY METAL SIGN,7752.22,3771,468,220,473,0.0728447593036356,2.055746486343145
23204,CHARLOTTE BAG APPLES DESIGN,7741.94,7976,583,199,586,0.07274816192564047,0.9706544633901705
23007,SPACEBOY BABY GIFT SET,7741.749999999999,498,184,110,184,0.07274637656554134,15.545682730923692
48111,DOORMAT 3 SMILEY CATS,7708.48,1172,233,111,234,0.07243375061555127,6.577201365187713
21258,VICTORIAN SEWING BOX LARGE,7674.799999999999,532,163,61,163,0.07211727204639994,14.426315789473684
84406B,CREAM CUPID HEARTS COAT HANGER,7653.17,2015,284,133,286,0.07191402289406193,3.7980992555831268
84970S,HANGING HEART ZINC T-LIGHT HOLDER,7650.3099999999995,8879,537,271,537,0.07188714852625396,0.8616184254983669
84949,SILVER HANGING T-LIGHT HOLDER,7622.639999999999,4789,290,165,292,0.07162714371602777,1.5916976404259762
21231,SWEETHEART CERAMIC TRINKET BOX,7617.280000000001,6054,509,215,511,0.07157677776796807,1.2582226627023456
22991,GIRAFFE WOODEN RULER,7604.889999999999,3887,274,185,279,0.07146035349624047,1.956493439670697
21955,DOORMAT UNION JACK GUNS AND ROSES,7580.82,1228,206,108,208,0.07123417656157678,6.173306188925081
22585,PACK OF 6 BIRDY GIFT TAGS,7547.89,6221,395,241,407,0.07092474546650096,1.2132920752290628
22627,MINT KITCHEN SCALES,7521.89,852,357,193,357,0.07068043303188294,8.828509389671362
22367,CHILDRENS APRON SPACEBOY DESIGN,7508.58,3749,550,298,553,0.07055536385862271,2.0028220858895707
22750,FELTCRAFT PRINCESS LOLA DOLL,7491.83,2001,413,247,416,0.07039797027093611,3.7440429785107447
21668,RED STRIPE CERAMIC DRAWER KNOB,7481.16,5494,437,169,441,0.0702977082064217,1.3616963960684383
22381,TOY TIDY PINK POLKADOT,7433.74,3439,469,133,473,0.06985211991220683,2.1615993021227102
84836,ZINC METAL HEART DECORATION,7418.07,5937,535,311,545,0.06970487468718897,1.2494643759474482
22741,FUNKY DIVA PEN,7363.86,8547,233,107,234,0.0691954832610104,0.8615724815724816
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,7356.18,1875,220,136,221,0.06912331712647708,3.923296
21169,YOU'RE CONFUSING ME METAL SIGN,7301.7699999999995,4413,450,191,456,0.06861204637387835,1.6546045773849987
23083,SET 6 PAPER TABLE LANTERN STARS,7250.900000000001,1932,246,161,249,0.0681340396989161,3.7530538302277434
20969,RED FLORAL FELTCRAFT SHOULDER BAG,7229.43,1960,305,157,306,0.06793229400771422,3.6884846938775513
22179,SET 10 LIGHTS NIGHT OWL,7226.2,966,289,98,292,0.06790194288602898,7.4805383022774325
22631,CIRCUS PARADE LUNCH BOX,7199.57,3677,396,168,402,0.06765171057318752,1.9580010878433505
22485,SET OF 2 WOODEN MARKET CRATES,7190.349999999999,526,208,142,208,0.06756507362521913,13.66986692015209
22767,TRIPLE PHOTO FRAME CORNICE,7173.549999999999,774,218,152,218,0.06740721020592748,9.268152454780362
22634,CHILDS BREAKFAST SET SPACEBOY,7161.3,763,222,155,224,0.06729210146269399,9.385714285714286
21787,RAIN PONCHO RETROSPOT,7161.1,8875,243,115,248,0.06729022213627385,0.8068845070422536
22553,PLASTERS IN TIN SKULLS,7132.119999999999,4242,560,281,570,0.06701790773799575,1.681310702498821
22950,36 DOILIES VINTAGE CHRISTMAS,7131.549999999999,5209,185,156,185,0.06701255165769836,1.3690823574582451
22637,PIGGY BANK RETROSPOT,7111.18,2760,329,188,329,0.06682114226180726,2.576514492753623
22834,HAND WARMER BABUSHKA DESIGN,7105.33,4941,368,199,373,0.0667661719640182,1.438034810767051
21669,BLUE STRIPE CERAMIC DRAWER KNOB,7091.15,5252,425,167,434,0.06663292772083036,1.3501808834729625
22505,MEMO BOARD COTTAGE DESIGN,7084.42,1457,311,186,313,0.0665696883867927,4.862333562113933
21259,VICTORIAN SEWING BOX SMALL,7077.200000000001,1179,285,133,285,0.0665018447030257,6.0027141645462265
23236,DOILEY STORAGE TIN,7059.97,2493,327,203,330,0.06633994073193075,2.8319173686321704
23320,GIANT 50'S CHRISTMAS CRACKER,7053.57,2661,333,260,338,0.06627980228648632,2.6507215332581735
22663,JUMBO BAG DOLLY GIRL DESIGN,7051.2,3419,450,171,451,0.06625753226840767,2.062357414448669
C2,CARRIAGE,7051.0,142,141,29,141,0.06625565294198754,49.65492957746479
21912,VINTAGE SNAKES & LADDERS,7047.7,1786,396,201,396,0.06622464405605524,3.946080627099664
22333,RETROSPOT PARTY BAG + STICKER SET,7043.94,4492,317,167,320,0.06618931271935663,1.5681077471059661
23215,JINGLE BELL HEART ANTIQUE SILVER,7038.400000000001,3564,210,162,213,0.0661372553775188,1.9748597081930417
22946,WOODEN ADVENT CALENDAR CREAM,7030.22,453,137,64,138,0.06606039092693512,15.51924944812362
23543,KEEP CALM WALL ART,7010.76,1236,103,81,105,0.06587753246625563,5.672135922330098
23283,DOORMAT VINTAGE LEAVES DESIGN,7003.38,994,233,146,233,0.06580818532135252,7.045653923541248
23293,SET OF 12 FAIRY CAKE BAKING CASES,6989.54,8471,552,323,554,0.06567813593307893,0.8251139180734269
22839,3 TIER CAKE TIN GREEN AND CREAM,6981.67,445,201,107,202,0.06560418443844648,15.68914606741573
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,6977.6,1068,265,142,265,0.06556594014579666,6.533333333333334
21922,UNION STRIPE WITH FRINGE  HAMMOCK,6944.360000000001,898,208,113,209,0.06525359609476962,7.73314031180401
21165,BEWARE OF THE CAT METAL SIGN,6935.7,4154,449,178,455,0.06517222126077761,1.669643716899374
21094,SET/6 RED SPOTTY PAPER PLATES,6933.259999999999,8758,527,179,532,0.06514929347845191,0.7916487782598766
21877,HOME SWEET HOME MUG,6932.78,5411,349,174,350,0.06514478309504358,1.2812382184439106
22109,FULL ENGLISH BREAKFAST PLATE,6921.15,1640,296,100,299,0.06503550026371252,4.220213414634146
22840,ROUND CAKE TIN VINTAGE RED,6903.79,913,271,193,271,0.0648723747304445,7.561653888280394
23254,CHILDRENS CUTLERY DOLLY GIRL,6903.110000000001,1703,299,204,301,0.06486598502061602,4.05349970640047
21257,VICTORIAN SEWING BOX MEDIUM,6901.42,688,261,100,262,0.06485010471236585,10.031133720930233
21326,AGED GLASS SILVER T-LIGHT HOLDER,6859.27,10535,340,168,346,0.06445403666932163,0.6510934978642621
22580,ADVENT CALENDAR GINGHAM SACK,6848.1900000000005,1311,246,126,246,0.06434992198564596,5.223638443935927
23103,BELL HEART DECORATION,6846.159999999999,4072,365,231,376,0.06433084682248154,1.6812770137524555
23109,LED TEA LIGHTS,6835.02,2386,268,178,272,0.06422616834087982,2.8646353730092207
23541,WALL ART CLASSIC PUDDINGS,6823.91,872,152,97,152,0.06412177175824112,7.825584862385321
75049L,LARGE CIRCULAR MIRROR MOBILE,6812.98,7102,205,71,209,0.06401906656938054,0.9593044212897774
22294,HEART FILIGREE DOVE  SMALL,6805.08,5457,299,162,307,0.06394483317578507,1.2470368334249589
23297,SET 40 HEART SHAPE PETIT FOUR CASES,6792.23,4303,161,123,163,0.06382408645329116,1.5784871020218452
22620,4 TRADITIONAL SPINNING TOPS,6782.21,4889,483,260,490,0.06372993219964222,1.3872386991204746
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6776.0,4992,409,159,415,0.06367157911429691,1.357371794871795
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,6755.47,1355,209,128,209,0.06347866625726968,4.985586715867159
23229,VINTAGE DONKEY TAIL GAME,6739.71,1869,256,186,256,0.06333057533536275,3.606051364365971
23008,DOLLY GIRL BABY GIFT SET,6719.61,433,133,99,133,0.06314170303013883,15.518729792147806
23480,MINI LIGHTS WOODLAND MUSHROOMS,6719.14,1798,215,143,218,0.0631372866130515,3.7370077864293663
23247,BISCUIT TIN 50'S CHRISTMAS,6681.25,2194,309,231,309,0.06278124822275623,3.045237010027347
21871,SAVE THE PLANET MUG,6679.56,5453,357,133,361,0.06276536791450607,1.2249330643682377
85014A,BLACK/BLUE POLKADOT UMBRELLA,6678.72,1163,278,183,278,0.06275747474354149,5.742665520206363
22668,PINK BABY BUNTING,6677.969999999999,2179,345,162,345,0.06275042726946596,3.064694814134924
84988,SET OF 72 PINK HEART PAPER DOILIES,6671.25,4311,510,209,511,0.0626872819017493,1.5474947807933195
23169,CLASSIC GLASS SWEET JAR,6662.84,1556,314,203,315,0.06260825622578248,4.282030848329049
21888,BINGO SET,6659.54,1688,378,210,378,0.06257724733985018,3.945225118483412
21533,RETROSPOT LARGE MILK JUG,6651.72,1351,339,209,340,0.06250376567682277,4.923552923760178
20718,RED RETROSPOT SHOPPER BAG,6604.29,4769,575,236,578,0.062058083416286894,1.3848374921367164
84992,72 SWEETHEART FAIRY CAKE CASES,6532.780000000001,13319,615,325,630,0.06138613025476633,0.4904857722051206
22508,DOORSTOP RETROSPOT HEART,6525.88,1594,296,177,296,0.061321293493271534,4.094027603513174
21122,SET/10 PINK POLKADOT PARTY CANDLES,6488.54,5325,344,214,350,0.06097042325063165,1.2185051643192488
23311,VINTAGE CHRISTMAS STOCKING,6488.2,2390,344,246,347,0.06096722839571742,2.7147280334728032
22141,CHRISTMAS CRAFT TREE TOP ANGEL,6463.790000000001,2791,457,256,464,0.0607378566061395,2.3159405231099965
23188,VINTAGE  2 METER FOLDING RULER,6447.7699999999995,3471,333,207,337,0.060587322559886386,1.8576116392970323
23553,LANDMARK FRAME CAMDEN TOWN,6444.65,568,68,50,68,0.06055800506773222,11.346214788732393
23134,LARGE ZINC HEART WALL ORGANISER,6431.110000000001,1065,38,29,38,0.060430774669088846,6.038600938967137
84030E,ENGLISH ROSE HOT WATER BOTTLE,6414.69,1497,334,198,336,0.06027648196999546,4.28503006012024
22635,CHILDS BREAKFAST SET DOLLY GIRL,6412.33,681,194,143,195,0.06025430591823783,9.41604992657856
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,6411.5199999999995,6064,457,234,458,0.06024669464623626,1.0573087071240104
23571,TRADITIONAL NAUGHTS & CROSSES,6406.91,2841,257,195,262,0.06020337617225206,2.255160154875044
22979,PANTRY WASHING UP BRUSH,6391.82,4090,381,225,383,0.06006158099385261,1.5627921760391197
20676,RED RETROSPOT BOWL,6374.81,5023,448,185,451,0.059901744281819824,1.2691240294644635
23307,SET OF 60 PANTRY DESIGN CAKE CASES,6371.89,12049,629,366,641,0.059874306116085796,0.5288314382936343
22784,LANTERN CREAM GAZEBO,6360.99,1272,299,192,303,0.05977188282618824,5.000778301886792
23172,REGENCY TEA PLATE PINK,6344.409999999999,3861,305,160,305,0.05961608666595874,1.643203833203833
22303,COFFEE MUG APPLES DESIGN,6338.25,2816,261,155,262,0.05955820341221848,2.2507990056818183
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6334.3,2058,284,163,286,0.05952108671542074,3.0778911564625853
22151,PLACE SETTING WHITE HEART,6322.21,15126,332,174,339,0.059407481433323354,0.41796972101018115
21154,RED RETROSPOT OVEN GLOVE,6320.51,4034,451,175,458,0.05939150715875218,1.5668096182449183
21380,WOODEN HAPPY BIRTHDAY GARLAND,6307.51,2165,290,138,290,0.05926935094144317,2.9133995381062356
21935,SUKI  SHOULDER BAG,6298.61,3393,530,121,531,0.059185720915746996,1.8563542587680517
22826,LOVE SEAT ANTIQUE WHITE METAL,6210.0,58,41,33,41,0.05835308534530458,107.06896551724138
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,6114.24,3516,345,224,351,0.05745326385534219,1.738976109215017
21975,PACK OF 60 DINOSAUR CAKE CASES,6102.51,12312,601,287,615,0.05734304136080107,0.49565545808966865
23118,PARISIENNE JEWELLERY DRAWER,6102.18,813,258,154,258,0.057339940472207834,7.505756457564576
21156,RETROSPOT CHILDRENS APRON,6091.099999999999,3170,358,202,360,0.05723582578853215,1.921482649842271
21670,BLUE SPOT CERAMIC DRAWER KNOB,6083.99,4328,374,158,375,0.057169015734296225,1.4057278188539741
21671,RED SPOT CERAMIC DRAWER KNOB,6054.79,4402,369,164,370,0.05689463407695599,1.3754634257155838
47591D,PINK FAIRY CAKE CHILDRENS APRON,6052.45,3207,439,250,439,0.05687264595784036,1.88726223885251
47556B,TEA TIME TEA TOWELS,6045.0,2600,2,1,2,0.056802641048690206,2.325
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6041.2,4372,365,154,369,0.05676693384670757,1.3817932296431839
22366,DOORMAT AIRMAIL,6034.9,800,220,104,220,0.0567077350644732,7.543625
17003,BROCADE RING PURSE,6025.95,23020,239,136,241,0.056623635207172,0.26177019982623806
23526,DOG LICENCE WALL ART,6021.4,1012,143,79,144,0.05658088053111384,5.949999999999999
48129,DOORMAT TOPIARY,6009.84,904,205,125,206,0.056472255464029834,6.648053097345133
21535,RED RETROSPOT SMALL MILK JUG,5986.01,2487,343,204,346,0.05624833372107032,2.406919983916365
23296,SET OF 6 TEA TIME BAKING CASES,5985.55,4979,378,243,382,0.056244011270304005,1.202159068085961
22174,PHOTO CUBE,5978.78,3218,321,104,325,0.056180396070982304,1.8579179614667494
23312,VINTAGE CHRISTMAS GIFT SACK,5964.150000000001,1423,214,168,218,0.05604292334334917,4.191250878425861
22783,SET 3 WICKER OVAL BASKETS W LIDS,5961.25,463,33,29,33,0.05601567311025715,12.875269978401727
23052,RECYCLED ACAPULCO MAT TURQUOISE,5949.34,654,278,147,278,0.055903759221937896,9.0968501529052
22584,PACK OF 6 PANNETONE GIFT BOXES,5946.96,2330,196,127,197,0.055881395237538246,2.552343347639485
22150,3 STRIPEY MICE FELTCRAFT,5907.84,3021,468,288,472,0.05551379898975913,1.9555908639523336
23113,PANTRY CHOPPING BOARD,5868.5,1154,57,39,57,0.055144135482917855,5.085355285961872
22971,QUEENS GUARD COFFEE MUG,5849.29,2431,272,164,274,0.05496362618026355,2.406125051419169
23485,BOTANICAL GARDENS WALL CLOCK,5843.92,262,83,70,83,0.05491316626588282,22.305038167938932
23154,SET OF 4 JAM JAR MAGNETS,5842.88,2701,235,141,240,0.05490339376849811,2.1632284339133654
22207,FRYING PAN UNION FLAG,5833.59,1333,208,68,208,0.054816099056282666,4.376286571642911
22751,FELTCRAFT PRINCESS OLIVIA DOLL,5801.47,1563,290,184,292,0.0545142792332084,3.7117530390275113
22740,POLKADOT PEN,5793.62,6842,170,89,170,0.05444051567121796,0.846772873428822
22779,WOODEN OWLS LIGHT GARLAND,5789.85,1537,149,88,151,0.05440509036819834,3.766981132075472
22796,PHOTO FRAME 3 CLASSIC HANGING,5787.45,582,232,146,234,0.054382538451156676,9.944072164948453
22365,DOORMAT RESPECTABLE HOUSE,5754.03,789,179,83,179,0.05406850300635151,7.292813688212927
82001S,VINYL RECORD FRAME SILVER,5750.21,1582,127,49,128,0.05403260787172687,3.634772439949431
23205,CHARLOTTE BAG VINTAGE ALPHABET,5726.38,5857,467,201,470,0.053808686128767345,0.9776984804507427
22595,CHRISTMAS GINGHAM HEART,5720.21,6788,467,274,474,0.05375070890870608,0.8426944608131998
62018,SOMBRERO,5716.85,4415,61,39,61,0.053719136224847745,1.2948697621744054
21242,RED RETROSPOT PLATE,5699.71,3373,304,148,304,0.053558077950641866,1.6898043284909576
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,5684.17,4160,390,185,393,0.05341205428779709,1.3663870192307692
22907,PACK OF 20 NAPKINS PANTRY DESIGN,5670.0,6573,670,357,692,0.05327890401093027,0.8626198083067093
